title,author,year,abstract
Translating the Universal Declaration on Archives: working with archival traditions and languages across the world,Roberto C.,2021,"Translating archival concepts used in the Universal Declaration on Archives into languages with varying archival traditions is challenging. It is essential to make the UDA understandable for the general public without altering the meaning of the original text while ensuring coherence with archival practices in all countries where the target language is spoken. Twelve translators were surveyed on the translation of key UDA terms: archives, archivists, records, memory and open access. They reported on archival terminology resources and strategies they used to resolve difficulties in translating English or French archival terminology into languages that do not possess precisely equivalent concepts."
Dancing with the state: the emergence and survival of community archives in mainland China,Lian Z.,2021,"Based on ethnographic fieldwork on community archives in mainland China, this article identifies three models of community archives in mainland China, and reveals reasons for the emergence and survival of community-based archives in mainland China: first, the regulations on non-governmental museums and social organisations can provide the legal basis for the emergence and survival of community-based archives despite the fact that the archival legislative framework, the centralised archives management system and the dominant statist archival paradigm seem to leave little room for their emergence and development; second, the purposes of establishing community-based archives can be consistent with or not contradictory to the political, social and cultural development strategies of the state; third, the relationship of contingent symbiosis between government and community archives can create spaces for the emergence and survival of community-based archives."
Transitioning to open access,Frings-Hessami V.,2021,
Scholarly and professional communication in archives: archival traditions and languages,Ketelaar E.,2021,
"French archivists, the management of records and records management since the nineteenth century: are French recordkeeping tradition and practice incompatible with records management?",Vasseur É.,2021,"French recordkeeping tradition and practice, gradually built up since the nineteenth century, are associated with the principle of provenance (respect des fonds) and with the life cycle approach (théorie des trois âges). The concept of records management seems at first glance unfamiliar to French archivists, as the difficulty of translating the term records into French would attest. This paper aims to study how and to what extent French archivists have taken into account the management of records in organisations since the French Revolution and to analyse how they have embraced the very concept of records management and got involved in the development and the implementation of the ISO 15489 standard. The study concludes that language and terminology issues, as well as training and cultural specificities have played a key role in the way French archivists have approached recordkeeping systems over time."
The language of the GDPR: translation issues and archival issues in four non-English-speaking countries,Foscarini F.,2021,"This article examines how key archival terms and concepts included in the General Data Protection Regulation (GDPR) have been translated into Italian, Slovenian, Finnish, and Icelandic languages. The study identifies a number of translation issues in each language, and reflects on the reasons for such mistakes and their impact on the archival practices affected. Mistranslations appear to be related to insufficient investigations of specific, local uses of archival terminology on the part of the translators, lack of involvement of archival professionals in the process of translation, and problems with the interpretation of the legal system and the archival traditions involved."
Implementing a new archival management system for Queensland State Archives,Loo R.,2021,"In June 2020, Queensland State Archives went live with a new archival management system including new access interfaces for agency and public users, the culmination of a 2-year project. This article reflects on the design and build experience using an agile development methodology."
The clash between domestic and Western traditions: Japanese understanding of the archival principles,Hashimoto Y.,2021,"Japanese archivists believe that they have incorporated the theory and practice of the West and that one of the most successful results is the method of Phased Archival Processing (PAP), invented for arrangement and description. The first phase of PAP records the existing order or chaos of archival materials. However, it is believed to be indispensable only in Japan. This article argues that this phenomenon occurs because the Japanese understanding of the principles of respect for provenance and the original order is different from that in the West. It traces the history of the development of Japanese archival science and sets it in the Western context."
"Rancière, political theory and activist community appraisal",Howard M.,2021,"Researchers must continually discriminate between competing sources of evidence, knowledge and theoretical justification, selecting who we believe to be credible informants and what we perceive as reliable testimony. In the keeping of records, particularly in the act of appraisal, we utilise methods of evaluation that reflect the social processes, institutional procedures, and interpersonal influences common to our disciplinary milieu. Viewing activist community recordkeeping and archiving through the lens of Rancière and SMT (Social Movement Theory), this article extends theoretical discussion into areas silent in the archival discourse to date. Activists working in radical community recordkeeping environments and archival situations face political and epistemic choices with regard to how and why they represent certain subjects and materials. The authors explore these contentions through the experiences of two such radical archives: Archimovi, an Italian archive of radical social movements; and the archive in a records continuum sense, the radical recordkeeping of animal activist group Direct Action Everywhere, based in the United States."
"Representing Biases, Inequalities and Silences in National Web Archives: Social, Material and Technical Dimensions",Hegarty K.,2022,"Contemporaneous collecting of the publicly available web has provided researchers with an invaluable source with which to interpret various aspects of the recent past. With millions of websites gathered, stored and made accessible in national web archives over the past 25 years, this paper argues for the need to reflect upon, and respond to, the biases, inequalities and silences that exist in these vast repositories. This article presents a research agenda for web archivists and web historians to together think broadly about the social, material and technical dimensions that shape what is included in web archives, and what is excluded. A key challenge impacting this effort is that various complexities and contingencies of archival formation are obscured. These include wider social inequalities, the entanglement of human and machine decision-making in the archiving process, changing dynamics of power over information online and the environmental impact of technical systems. Accounting for these social, material and technical factors that shape the formation of web archives provides opportunities to develop and use archives in ways that better acknowledge both the strengths and limitations of national web archives as a proxy for the web’s past."
The Music and the First World War Project at the Australian War Memorial,Cronk T.,2022,"The Music and the First World War project was a First World War centenary project at the Australian War Memorial that involved the digitisation of a selection of diaries, letters, concert programs and 100 pieces of sheet music held in the Memorial’s collection. This article examines the process of developing the project, preparing the collections for digitisation and establishing a publishing framework for online release. The article also discusses some of the benefits of the project for telling the stories of each of these songs, their history and the performers involved."
Attributes of Personal Electronic Records,Balogh M.,2022,"The purpose of this article is to identify the key attributes of personal electronic records in order to develop systems that may enable people to manage them in the home. As more personal information becomes electronic, this is increasingly necessary. Personal electronic records were identified and categorised using interviews and virtual guided tours. Three main attributes were identified: primary user-subjective categories; attributes which identify the circumstances that give rise to the records; and attributes which describe the legal validity of each record. In addition to providing an improved understanding of personal electronic records in the home, these attributes are developed into a set of potential metadata fields."
Realising Indigenous Data Governance: A Case Study of the Koori Resource and Information Centre Archives,Crumpen S.,2022,"This paper presents research findings from a study exploring how Indigenous community archives realise Indigenous Data Governance (ID-GOV). It considers the development of the Koori Resource and Information Centre (KRIC) Archives in Shepparton, Victoria, as a case study. This study aimed to determine whether the KRIC Archiving Project realised a form of ID-GOV. It adopted an Indigenous methodological framework using a combination of data collection methods to generate a range of research data. This study found that the KRIC Archiving Project adapted Western archival frameworks and practices to create an archive of local Indigenous significance and history that was accessed, operated and managed under Indigenous direction. In this way, the Project advanced Aboriginal and Torres Strait Islander self-determination and achieved a momentary emergence of ID-GOV."
EDITORIAL,Lymn J.,2022,
Hunters and Collectors: The Work of ABC's News Libraries Across Archives and TV News Production,Pask B.,2022,This reflection aims to acknowledge and celebrate the work of the Australian Broadcasting Corporation’s TV News Libraries in the wake of their closure in December 2022 as part of an ABC Archives restructure.
‘These are not just pieces of paper’: Acknowledging grief and other emotions in pursuit of person-centered archives,Douglas J.,2022,"This article reports on findings of a series of interviews conducted with 27 archivists on the topic of grief and other emotions in archival work. Centering the words of the interviewed archivists and demonstrating a research ethic of deep listening, this article describes how the interviewed archivists encounter and experience grief and other emotions as part of working with records, researchers, and donors. Interview participants highlighted a lack of preparation for the emotional dimensions of archival work as well as difficulty and damaging silences surrounding emotions in the archival work. This article argues that a first step toward transformative change in the way archival education programs and workplaces address the emotional dimensions of archival work requires sincere and committed acknowledgment of these dimensions and of archival work as person-centered and relational."
Dusting off Australia’s Cinderella city: reflections on the Stories of Our Town Project 2020-2022,Di Gravio G.,2022,"This reflection describes the highs and lows involved in the making of a set of films sharing the key historical stories of Newcastle (Australia) with the world. The Stories of Our Town Project aimed to tell Newcastle’s key historic stories through Novocastrian eyes and points of view using interviews and archival information across a myriad of formats. It was funded in part through a NSW Government Community Grant and was a great example of part-nership and cooperation among the filmmakers, the University of Newcastle, and Australia’s major Cultural Institutions and local community organisations."
"Created, Intended, Ar ticulated and Projected: Four Perceptions of Purpose Around the Archival Document for Exper t Users",Welland S.,2022,"This article presents a new model of four perceptions of purpose relating to the archival document in archival organisations. It explains created purpose (it is what it is), intended purpose (it is what the creating or host organisation attests it as), articulated purpose (it is what the archival organisation presents it as) and projected purpose (it is what the user signifies it as) and outlines why an understanding of these may be useful for expert users in research. The article also references and supports discourse covering the conceptualisation and critical reflection of users and their interaction with the archival document."
Archiving Visual Effects: Filling a Digital Void in the Documented Memory of Film and Television,Samaras E.,2022,"Digital visual effects emerged onto cinema screens during the mid-20th century and have now become an essential feature of contemporary film and television production. Notwithstanding the rise and prominence of visual effects in the telecinematic discourse as a key visual storytelling tool, there is currently a visual effects gap in audiovisual archival collections, and a digital void in the documented memory of film and television. Why are there no visual effects records in our moving image archives? This reflection will explore the above question by sharing some findings from my doctoral research about records and archiving in the global film and television visual effects industry."
On ‘Holding the Process’: Paying Attention to the Relations Side of Donor Relations,Douglas J.,2022,"This article reports on a series of interviews with archivists and recordkeepers conducted as part of a larger project exploring relationships between grief and recordkeeping. Though the interviews were not explicitly focused on donor relations, it emerged that the relationship between archivists and donors was a particularly emotionally charged one: interview participants described deep and complex relationships with donors, whom they often knew over a long period and through difficult or complicated times. Interview participants also reported feeling unprepared for this emotional work. This article responds to a perceived lack of attention paid to donor relations in archival theory and education by acknowledging the significance of donor stories, feelings and relationships. Aligned with the ever-growing emphasis in archival theory and praxis on person-centered approaches, the article suggests where such approaches are needed in relation to archival education and training, the collection and preservation of donor stories, relationship-building, and recognition of different kinds of archival labor."
EDITORIAL,Lymn J.,2022,
Green ribbon and blue ribbon stories: Applying a bidjara way of knowing to understanding records,Wilson L.,2022,"Archival turn scholars have argued that to understand a record one needs to consider its broader provenance. Theoretical and conceptual frameworks such as the record continuum model, parallel provenance and societal provenance have aided in debunking the myth of linear, objective and neutral records. While these theories and concepts support the inclusion of Indigenous worldviews in recordkeeping praxis, Indigenous worldviews have been noticeably absent in the formulation of these and other archival theorisations. This article introduces the green ribbon and blue ribbon stories, an Indigenous, specifically Bidjara, conceptual framework for appraising and interpreting archival records. This conceptual framework has been derived from Bidjara ways of being and knowing. This article consists of three parts: The first introduces the conceptual framework and explains its background. The second discusses the intellectual and cultural authority of the framework and protocols for its use, and the final part of the article demonstrates how the green ribbon and blue ribbon stories’ conceptual framework applies to archives."
Reimagining the Commonwealth Record Series System,Garvie C.,2022,"In the 1960s, Peter Scott proposed a new way of controlling records at the National Archives of Australia that became known as the Commonwealth Record Series (CRS) system. Acknowledging the ever-changing nature of governments, the CRS focused on the Series as the central entity for controlling records allowing connection to multiple Agents (creators/ controllers). What constitutes a record though has always been open for discussion and has become potentially more ephemeral in the digital realm. This paper looks at recent work undertaken at the National Archives to reimagine the underlying data model of the CRS system to allow for more flexibility in capturing digital records."
Documenting Australian Society Redux,Cunningham A.,2023,
Documenting Australian Society: Progress Repor t on an Initiative of the UNESCO Australian Memory of the World Committee,Cunningham A.,2023,"The topic of Documenting Australian Society has been something of an occasional perennial on ASA Conference programs since the 1990s. Archives and manuscripts published a theme issue on it in 2001. In December 2018, the UNESCO Australian Memory of the World Program organised a national summit on the topic in Canberra. That summit meeting endorsed ‘The Canberra Declaration’ as an action agenda for the documentary heritage sectors and agreed that the UNESCO Memory of the World Program should continue to take carriage of the initiative. Since then, a steering committee has been established, and two seminars/ webinars have been organised: the first on Documenting COVID-19 in Australia and the second on Documenting the Experiences of Australian on Welfare. This paper discusses the background and objectives of the initiative, its current status and plans for the future."
Documenting Australian Society – Performing Arts Community of Practice,Fewster J.,2023,"While the performing arts are a vitally important dimension of the cultural life of Australia, the performances themselves are often ephemeral and difficult to document in an en-during form. This article describes a successful, collaborative, community of practice-based model for ensuring the creation and curation of performing arts documentation in Australia. The collaboration involves key national professional and industry organisations and peak bodies, working together to ensure that important documentation is identified, preserved, and made available via the AusStage research and discovery platform."
"Building a Participatory Archive With an Australian Suburb: Case Study of Canberra’s Biggest Bogan Suburb, Kambah",Curham L.,2023,"Participatory appraisal and building archives with communities have been discussed amongst archivists across the world for decades. There is reportage on building community resources for and by Aboriginal and Torres Strait Islander communities, but there is less reportage on these endeavours with other communities. This reflection reports on building an archive with the community of Kambah, a suburb with a mixed reputation in the Canberra community. A challenge for participatory archives identified through this project was scale – if successful, the volume of content quickly becomes overwhelming. Another challenge is the responsibility that goes with accepting content from contributors. Expectations are set up that the content will be used or shared. And crucially, participation means everyone. Strategies are needed to connect with contributors that go beyond relationships in easy reach for the archivist based on existing connections. A final lesson comes from socially engaged art, a practice that focuses on community participation. This calls on the archivist to recognise their standpoint, the worldview they bring. Our sector has recognised that collections and building them is not neutral. For archivists, there remains much to do to work out how to meaningfully share that power and authority as collections are built."
Documenting the Lived Experience of Disadvantage in Tasmania,Jerome J.,2023,"This article discusses how government and community records in the Tasmanian Archives provide evidence of how well Tasmanians have met their need for safe shelter. It provides a brief overview of the structures that have guided the development of the Tasmanian Archives collection – how decisions have been made regarding what to add, or exclude, from the collection. It also investigates if records of housing and housing access have been prioritised for long-term retention, and if not, why? The role of case files as key records of lived experience is discussed, with the aim of sparking discourse on the strengths and weaknesses of archival collections as they record disadvantage and the lived experience of Australians. This article is based upon a presentation given by the author at the 2022 Australian Memory of the World Documenting Australian Society Seminar in Canberra."
EDITORIAL,Schilling A.,2023,
Honouring Stories of Struggle: Reassessing Australia’s Records of Disadvantage – Hearing the Voices of Those Who Struggle,Sutherland R.,2023,"When deciding what and how documentation should be made and kept about the experiences of welfare recipients, it is vital to ensure that recordkeeping strategies meet the needs, preferences and expectations of the recipients of those services. This article presents a transcription of a video created by a non-government community welfare organisation in South Australia that features interviews with a range of that organisation’s clients. Interviewees express concern about the partial and overly negative view of their life experiences captured in the documentation of welfare provision. They suggest that a more holistic approach to documenting their lives would preserve a more accurate and humanistic record of their stories of struggle."
COVID-19: What Needs to be Documented? Insights from the Pneumonic Influenza of 1918–1919,Hyslop A.,2023,"This article compares the influenza pandemic of 1918–1919 and the recent COVID-19 pandemic in their Australian manifestations, with particular reference to their advent and impact, the response of medical science to each, and their management by federal and state authorities. It also comments on the availability of primary sources, both oral and written, for the study of each pandemic ordeal."
Documenting Australian Society – Performing Ar ts Community of Practice,Fewster J.,2023,"While the performing arts are a vitally important dimension of the cultural life of Australia, the performances themselves are often ephemeral and difficult to document in an enduring form. This article describes a successful, collaborative, community of practice-based model for ensuring the creation and curation of performing arts documentation in Australia. The collaboration involves key national professional and industry organisations and peak bodies, working together to ensure that important documentation is identified, preserved, and made available via the AusStage research and discovery platform."
Harnessing Social Media to Advocate for the University Archive,Sizer L.,2023,"In 2022 the Monash University Archives began using social media to advocate for and promote ourselves and our collections. This article reflects on the first 12 months of using social media, our experiences of setting up and maintaining our social media presence, the results we have seen and the lessons we have learnt. The key message conveyed in this article is that if our small team can harness social media to advocate for and promote our university archive, then any archive of any size can do the same."
Documenting COVID-19 in Australia: An Interdisciplinary Perspective,Nurmikko-Fuller T.,2023,"Social media posts and unpublished student projects are just two examples of the digital content – a type of ephemeral popular culture – produced during the COVID-19 pandemic. Collecting this material would provide researchers and analysts with information that is com-plementary to other data used to report and capture the crisis, such as government policies and scientific documentation. But what are the long-term privacy implications of collecting this material? In this time of privacy paradoxes and the Data Economy, does the responsibil-ity for the ethical use of this data fall onto the archivists and researchers?."
REFLECTION ARTICLE: School Archives and the Visibility of Heritage via #throwbackthursday,Julie D.,2024,"The purpose of this reflection piece is to discuss the visibility of heritage and the use of #throwbackthursday for school archivists and their collections. Social media is a valuable space for school archivists to share the wonders found in their archival collections. It is a way to connect with and provide positive engagement for the wider school community, providing connectivity, creating a collective memory and sharing intergenerational stories. In addition, this reflection piece provides first-person insight into how school archivists engage in #throwbackthursday, and why it is important to provide visibility for school archivists and their archival collections."
Anti-Racist Archival Description,Schilling A.,2024,"For those whose stories are in the archives, accessing them can prompt many emotions and reactions. People accessing these records, and those processing and providing access to them, may be affected by their contents. There are many things we can do as archivists and archival institutions to make this process easier, more accessible, and safer for those who experience direct or intergenerational trauma. The profession has access to a growing selection of tools to guide our protocols and practices, such as the Tandanya Declaration, the ATSILIRN protocols and UNDRIP, as well as case studies for high-level institutional changes and cultural shifts, though this process is arguably only at the beginning of its collective journey. However, there are often immediate and practical ways inwhich we can implement anti-racist archival practice, including the way we describe archival materials. This paper will discuss practical ways in which archivists can actively undertake anti-racist description work, and why it is imperativethat this work becomes a priority in our collection management work. It will draw on the comprehensive document Anti-Racist Description Resources, authored by the Archives for Black Lives in Philadelphia’s (A4BLiP) Anti-Racist Description Working Group, as well as other standards and sources."
"Research, Access, and Digitisation: Reflections on Responsible Stewardship in the Online Era",Moran J.,2024,"This article reflects on the impact of digitisation programs for researcher access to archival materials. Using the author’s experience as both a researcher using digitised material and as a manager of archival programs, the article considers the opportunities and challenges of re­searcher demand for digital access and suggests the archival value of responsible stewardship is a useful concept when navigating access in the online era."
Finding My Sparkle: When Recordkeeping Practitioner and Research Life Intertwine to Become One,Nicholls C.V.,2024,"This article discusses the interplay between recordkeeping research and practice through the author’s experiences as both a part time researcher and full-time practitioner. By drawing on narrative inquiry in the form of autoethnography, the author uses their current research project as a catalyst for exploring the relationship between practitioner life and research work. Their research project investigates how family recordkeeping can be utilised to provide an entry point into understanding recordkeeping concepts and practices in the workplace. The paper explores how the author’s research activities were initially considered secondary and separate from their practitioner life. As the project progressed, their practices helped to shape elements of the research design; and later, the research data played a key role in helping the author to frame the role of recordkeeping literacy in their work program. The author developed a new confidence as they used different analysis tools including scrapbooking and podcasting which in turn brought real enjoyment to the project, a joy that later spilled over and invigorated their practitioner life. Overall, it has become apparent to the author that a recordkeeping career does not need to be a binary proposition between academia or practitioner life."
A Student’s Reflection on the Digital Heritage Lab,Cavallaro B.,2024,"This is a reflection on my professional placement at Swinburne University’s Digital Heritage Lab, exploring the role the lab plays in the preservation of Australian digital artefacts like computer software, video games and media artworks. As technology advances, the lab con-fronts the challenges posed by obsolete infrastructure, machine dependency, and the fleeting window of opportunity for preservation. The absence of standardised guidelines is addressed through collaborative efforts within the EaaSI (Emulation as a Service Infrastructure) net-work. My placement provided firsthand experience of the variety of challenges associated with digital preservation, emphasising the need for ongoing experimentation and persever-ance in the face of failure. The experience gained from the placement underscores the impor-tance of developing ideas and approaches through practical application in the field of digital archiving."
The Challenge of Actualising Research in Practice: Implementing the Charter of Lifelong Rights in Childhood Recordkeeping in Out of Home Care,Golding F.,2024,"This paper addresses the challenges encountered when actualising research in practice, using the implementation of the Charter of Lifelong Rights in Childhood Recordkeeping in Out of Home Care as an illustrative example. We begin with overviews of the recordkeeping failures of the past and present, and the development of the Charter to address them. We imagine transformed recordkeeping and archiving systems engaging children, young people and Care leavers as creators and decision-makers about their records. We identify challenges and bar-riers to implementation and discuss the strategies designed to engage major stakeholders in implementing the Charter. The paper concludes by challenging recordkeeping regulators, recordkeeping and archival institutions, current records creators and holders, and the record-keeping and archival profession to play their essential role in enabling the realisation of this goal and identify the broader relevance of reconceptualising person-centric recordkeeping."
"The Importance of Interdisciplinary Collaboration: Phyllis Mander-Jones,Australian-Pacific Historians, and the Australian Joint Copying Project, 1954–1966",Lee-Talbot D.,2024,"This article discusses the development of a surrogate (copied) archival collection, the Australian Joint Copying Project (AJCP). In the 1950s and 1960s, the AJCP was created as a research collection after the Second World War, specifically for researchers in Australia, New Zealand Aotearoa, and the Pacific Islands. As a social historian, I identify and analyse the collaborative relationships between the AJCP curator, Phyllis Mander-Jones, and Australian-based Pacific historians, to show how historiographical changes influenced the curation of this collection. Focusing on the AJCP as a case study illustrates the fact that the formation of a global network of librarians, archivists, and historians made the AJCP possible. Understanding the formation of the AJCP is particularly prescient now as the collection has been digitised, and present-day archival theorists and researchers are increasingly focused on the best practices for record reclassification and contextualisation."
In Conversation: Research and Practice – A Conversation,Jones M.,2024,"Since the mid-twentieth century, Australia has been widely recognised for innovative approaches to the practice and theory of archives and records, from the Australian Series System to the Records Continuum Model and beyond. But the relationship between archival work, records management, and contemporary theory and research is not always clear, nor is it unproblematic. Mike Jones and Rachel Tropea invited a group of colleagues to explore these ideas as part of a recorded conversation."
"Mela Mijimit, Dalimbat Mela Stori (WeTogether,WeTelling Our Story)1: Exploring a Living Archive of Aboriginal Art and Knowledge – A Work in Progress …",Edmonds F.,2024,"This article explores the Living Archive project as a process of knowledge exhchange within and between two Aboriginal communities, Ngukurr in southeast Arnhem Land and Maree Clarke (Mutti Mutti, Wamba Wamba, Yorta Yorta, Boonwurrung) and her family/community from southeast Australia. The article outlines the relationships formed and the work conducted by Aboriginal co-authors, alongside their non-Indigenous collaborators, when researching and revivifying Ancestral information in archives and museums. This processes of working together to reclaim the archives, reveals Indigenous knowledge systems determinately embedded in art-making. The dynamic process of art-making, inclusive of the relationality of Indigenous knowledges, contests linear and static Western archiving, revealing a rich system for archiving the past in the present for future generations. The article also discusses some of the setbacks the project encountered when striving to provide an appropriate and accessible digital database for the communities, so they can determine the most appropriate ways for engaging with their archived material collected throughout the project."
EDITORIAL,Schilling A.,2024,
"Temporalities and Values in an Epistemic Culture: Citizen Humanities, Local Knowledge, and AI-supported Transcription of Archives",Kasperowski D.,2024,"An enormous amount of handwritten documents in archives can only be accessed by experts trained in reading older handwriting. Through artificial intelligence (AI)-supported technology, they can now be transcribed and made available for wider audiences. To produce transcriptions an AI needs training and a feasible way is to invite citizens to fulfil such tasks. To understand how an epistemic culture develops in such work, this study conducted interviews with participants on how they associate value, meaning and recognise themselves as active epistemic subjects in relation to the project. Despite that the formation of an epistemic culture are beyond the influence and control of project owners, findings show a strong relation between participants’ knowledge of local history, and personal and emotional ties to archival content, for achieving high quality in AI-transcriptions."
EDITORIAL,Lymn J.,2024,
User Needs in the Digital Archives of the Popular Movement,Sköld O.,2024,"A comprehensive understanding of user needs is required to support the development of useful digital archives. While archival science research has met this demand by inquiring into a significant range of user groups, users of popular movement archives remain understudied. Addressing this gap, this paper reports on a focus group study of key academic and professional users (N = 21) of popular movement archives. This study reveals user needs that are an amalgamation of informational, management-related, social, personal, and technical needs that principally emanate from the archival records themselves rather than the digital archive platform. Purposes and uses, archive and digital archive, disciplinary background, and expertise are four contexts of user needs with a significance of how users frame and express their record-finding and record-use needs in popular movement archives. The main conclusion of this study is that while it is important to recognize the heterogeneity of user groups and archives, it is similarly important to be aware and explicit about what kind of an archive a popular movement archive is for its different users and uses, and when developing a digital archive, what kind of an archive a particular digital popular movement archive is aiming to be and for whom."
Two Sides of the Same Coin? Exploring the Relationship Between Archival Research and Practice,Jones M.,2024,
Unlocking the Archive: Cultural and Ethical Considerations Surrounding the Future of the Melanesian Film Archive,Alpers M.P.,2024,"The Melanesian Film Archive (MFA) is an extensive collection of medical and anthropological films. Medical films in the archive principally concern the work of Dr D. Carleton Gajdusek, Michael P. Alpers and others related to the aetiology of kuru, a neurodegenerative disease. The Archives’ anthropological collection comprises 513 research documentary films, mostly shot in Papua New Guinea (PNG) in the 1960s, but also in Melanesia, the Pacific region and elsewhere; anthropological records are supplemented by reel-to-reel audiotapes. This paper considers access and sharing complexities caused by recent preservation activities, including digitisation of these fragile and important films and associated documentation to preserve them for future researchers. Digitisation and possible digital repatriation of this material raise important cultural, legal and ethical considerations that must be addressed, including MFA data governance needs and Indigenous Cultural and Intellectual Property (ICIP) rights, access and sharing."
The New Protectionism: Risk Aversion and Access to Indigenous Heritage Records,Thieberger N.,2024,"This article discusses the problems encountered in accessing archival Indigenous language records, both by Indigenous people looking for information on their own languages and by non-Indigenous researchers supporting language work. It is motivated by Indigenous people not being able to access materials in archives, libraries, and museums that they need for heritage reasons, for personal reasons, or for revitalisation of language or cultural performance. For some of the authors, the experience of using Nyingarn, which aims to make manuscript language material available for re-use today, has been dispiriting, with what we term the ‘new protectionism’ preventing use of these materials."
Paper Elephants: Reflections on Changing Archival Practice at the Australian Museum,Finney V.,2024,"The archives of Australia’s first museum, the Australian Museum (AM) in Sydney, are an artefact of colonialism, still intertwined with the complexities of science, public museums, and imperialism. It’s the elephant in the archival room. However, change has come to Austra­lia’s colonial-era museums, affecting their missions, historical framing, and collections and archives. This article provides a brief history of knowledge at the AM in order to showcase some current initiatives aimed at opening its archival holdings to new perspectives, encoun­ters, shared knowledge, and a protocols-based approach to access. Understanding the history of the museum and its archival structures and methods is vital for rethinking a more open, generous, and responsible future for this important collection."
The Influence of Feminist Archival Theory on State Archival Exhibitions,Banks C.,2024,"It has been widely noted in academic scholarship that over the last few years there has been a significant shift within the heritage and cultural sector towards more inclusive and community focused practices. In particular, the transition towards community accountability and institutional participation in social justice has meant that state archives are currently more open to adopting feminist archival approaches than ever before. Through the examination of two case studies within an Australian context, this reflection will explore the ways in which feminist thought has begun to influence the curation of archival data in exhibitions by state-run archives."
"Reflection: Post-Custodialism, Distributed Custody, and Big Data",Doig J.,2024,"This reflection piece describes the outcomes of a research project undertaken by the National Archives of Australia that aimed to gather information from other government archives and selected Australian government agencies about their approach to archiving and preserving large-big datasets in the government sector. Big data collections pose a challenge for gov­ernment archives around the world. Many of these archives have a role in information man­agement in their government domains and provide guidance and advice to their government agency clients on ensuring the integrity and trustworthiness of data over time. The article ex­amines the nexus between theory and practice, exploring issues related to the post-custodial ideas developed by Terry Cook and others in the 1990s and their practical implementation."
EDITORIAL,Schilling A.,2024,
Reflecting on the Place of Regional University Libraries and Archival Collections,Wessell A.,2024,"University archives sit in a unique space within the Australian archives landscape, with many serving a dual purpose. Archives may be collected and maintained as the historical memory of an institution. Others also act as archives for their local community or the state. Most Australian universities have a dedicated archive, and the Australian Society of Archivists (2024) has a Special Interest Group devoted to the sector (see Appendix 1). This paper reflects on some of the different models offered at regional universities. As members of the Regional Universities Network, they share a particular context; each institution is committed to the broader community and serves the research and teaching purposes required in their establishment. Echoing early research on Australian university archives, however, there are marked differences in their approaches to managing archives, different functions and strategic alignment and diverse organisational arrangements.1 Prompted by the initiative to develop a university archive at Southern Cross University, we would like to reflect on the strengths and challenges, limitations and possibilities of different models, how each archive relates to the business of the university, and echoing Boadle, to ask whether they function as a community or university resource.2 Centring the place of regional universities, this paper also allowed us to collaborate and traverse the boundaries between our institutions and within them, as well as between the university and community."
"CORRECTION to: ‘The New Protectionism: Risk Aversion and Access to Indigenous Heritage Records’ (Archives & Manuscripts, 51, 2, 2023, 23–42 (10.37683/asa.v51.10971))",,2024,"The authors wish to correct a mistake in this article. The opening statement ‘[T]he task for linguists is to act as a channel to ensure that stolen knowledge and authority flow back to communities’ is incorrectly attributed to Lesley Woods, but she actually cites it from Eira’s1 work. Later in the article a cross reference to that quote should similarly be attributed to Eira."
Designing Indigenous-Led Archival Futures: The Application of Indigenous Research Methodologies Within Archival Research and Practice,Thorpe K.,2024,"This paper discusses the role and importance of Indigenous research methodologies in build­ing spaces for Indigenous-led archival futures in Australia. It considers the development of professional statements of support for advancing First Nations engagement and Indigenous self-determination in the archives as an example of where Indigenous research methodolo­gies and methods can increase Indigenous agency and decision-making in the archives. The research design, methodologies and methods, including Yarning, Indigenous Standpoint and Indigenous Storywork, utilised in the research project Unclasping the White Hand: Reclaim­ing and Refiguring the Archives to Support Indigenous Wellbeing and Sovereignty are discussed to highlight the importance of bridging gaps between research and practice. In doing this, it describes pathways for building respectful and ethical research in partnership with First Nations people in Australia. It contributes to dialogue on how these approaches can support the decolonisation of archival research, which in turn has the power to build transformations of practice to support First Nations archival priorities."
Harnessing Social Media to Advocate for the University Archive,Sizer L.,2024,"In 2022 the Monash University Archives began using social media to advocate for and promote ourselves and our collections. This article reflects on the first 12 months of using social media, our experiences of setting up and maintaining our social media presence, the results we have seen and the lessons we have learnt. The key message conveyed in this article is that if our small team can harness social media to advocate for and promote our university archive, then any archive of any size can do the same."
